"sex","score","books","place_of_birth","good_at_maths"
"Male",78,"26-100","In UK","Agree"
"Female",65,"11-25","In UK","Agree"
"Male",80,"11-25","In UK","Agree"
"Female",86,"26-100","In UK","Agree"
"Male",83,"11-25","In UK","Agree"
"Male",56,"26-100","In UK","Agree"
"Male",65,"11-25","In UK","Agree"
"Female",56,"26-100","In UK","Agree"
"Female",37,"More than 200","In UK","Disagree"
"Female",92,"26-100","In UK","Agree"
"Female",38,"11-25","In UK","Disagree"
"Female",46,"26-100","In UK","Agree"
"Female",82,"11-25","In UK","Disagree"
"Male",68,"11-25","In UK","Disagree"
"Male",26,"11-25","In UK","Disagree"
"Female",30,"More than 200","In UK","Agree"
"Female",40,"More than 200","In UK","Agree"
"Male",76,"101-200","In UK","Agree"
"Male",68,"11-25","In UK","Agree"
"Male",26,"0-10","Not in UK","Disagree"
"Female",26,"26-100","In UK","Agree"
"Male",20,"11-25","In UK","Agree"
"Male",72,"26-100","Not in UK","Disagree"
"Female",31,"101-200","In UK","Disagree"
"Male",72,"11-25","In UK","Agree"
"Male",78,"101-200","In UK","Agree"
"Female",81,"11-25","In UK","Agree"
"Female",4,"26-100","In UK","Agree"
"Female",67,"26-100","In UK","Agree"
"Female",88,"26-100","In UK","Agree"
"Female",58,"26-100","Not in UK","Disagree"
"Female",71,"More than 200","In UK","Agree"
"Male",84,"11-25","In UK","Agree"
"Female",17,"11-25","In UK","Disagree"
"Female",30,"101-200","In UK","Disagree"
"Male",48,"0-10","In UK","Agree"
"Male",48,"0-10","In UK","Disagree"
"Male",90,"26-100","In UK","Agree"
"Male",32,"11-25","Not in UK","Agree"
"Female",26,"26-100","In UK","Agree"
"Male",78,"11-25","Not in UK","Disagree"
"Male",50,"26-100","Not in UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Female",81,"26-100","In UK","Agree"
"Male",18,"0-10","In UK","Agree"
"Female",48,"More than 200","In UK","Agree"
"Female",48,"101-200","In UK","Agree"
"Female",43,"26-100","In UK","Agree"
"Male",64,"26-100","In UK","Agree"
"Female",90,"0-10","In UK","Agree"
"Male",48,"26-100","In UK","Disagree"
"Female",68,"101-200","In UK","Agree"
"Male",22,"0-10","Not in UK","Disagree"
"Male",33,"26-100","In UK","Agree"
"Male",37,"101-200","In UK","Disagree"
"Male",29,"26-100","In UK","Agree"
"Male",83,"0-10","In UK","Agree"
"Female",31,"11-25","In UK","Disagree"
"Male",93,"26-100","In UK","Agree"
"Male",88,"11-25","In UK","Agree"
"Female",13,"11-25","Not in UK","Agree"
"Female",48,"11-25","In UK","Agree"
"Female",40,"26-100","In UK","Agree"
"Male",66,"26-100","In UK","Agree"
"Female",60,"26-100","In UK","Agree"
"Female",9,"11-25","In UK","Agree"
"Male",81,"11-25","Not in UK","Agree"
"Female",29,"11-25","In UK","Disagree"
"Male",25,"26-100","In UK","Disagree"
"Female",42,"11-25","In UK","Agree"
"Male",39,"11-25","In UK","Agree"
"Male",22,"26-100","In UK","Agree"
"Female",80,"101-200","In UK","Agree"
"Female",96,"More than 200","In UK","Agree"
"Female",44,"11-25","In UK","Disagree"
"Female",56,"26-100","In UK","Agree"
"Male",17,"11-25","Not in UK","Agree"
"Female",58,"26-100","In UK","Disagree"
"Female",46,"26-100","In UK","Disagree"
"Female",71,"More than 200","In UK","Agree"
"Male",83,"26-100","In UK","Agree"
"Male",9,"11-25","In UK","Agree"
"Female",32,"11-25","In UK","Disagree"
"Male",55,"26-100","In UK","Agree"
"Male",34,"101-200","In UK","Agree"
"Female",40,"26-100","In UK","Disagree"
"Female",9,"11-25","In UK","Disagree"
"Male",81,"26-100","In UK","Agree"
"Female",22,"101-200","In UK","Disagree"
"Female",42,"More than 200","In UK","Agree"
"Male",92,"101-200","In UK","Agree"
"Female",64,"11-25","In UK","Agree"
"Female",52,"0-10","In UK","Disagree"
"Male",65,"26-100","In UK","Agree"
"Female",36,"0-10","In UK","Agree"
"Male",48,"More than 200","In UK","Disagree"
"Male",24,"11-25","In UK","Disagree"
"Female",44,"26-100","In UK","Disagree"
"Female",78,"26-100","In UK","Disagree"
"Female",52,"0-10","Not in UK","Disagree"
"Female",8,"11-25","Not in UK","Agree"
"Male",75,"26-100","In UK","Agree"
"Male",46,"26-100","In UK","Agree"
"Female",82,"11-25","In UK","Agree"
"Female",68,"0-10","In UK","Agree"
"Male",22,"0-10","In UK","Disagree"
"Male",70,"26-100","In UK","Agree"
"Female",80,"11-25","In UK","Agree"
"Female",24,"11-25","In UK","Agree"
"Female",45,"More than 200","In UK","Agree"
"Female",36,"11-25","In UK","Disagree"
"Female",30,"26-100","In UK","Agree"
"Female",56,"11-25","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Female",33,"26-100","In UK","Agree"
"Male",88,"11-25","In UK","Agree"
"Female",54,"101-200","In UK","Agree"
"Female",75,"26-100","In UK","Agree"
"Male",32,"11-25","In UK","Agree"
"Male",17,"0-10","In UK","Disagree"
"Male",61,"101-200","In UK","Agree"
"Male",24,"26-100","In UK","Disagree"
"Female",54,"26-100","In UK","Disagree"
"Female",64,"26-100","Not in UK","Agree"
"Male",56,"26-100","Not in UK","Agree"
"Male",57,"0-10","Not in UK","Agree"
"Male",43,"26-100","In UK","Agree"
"Male",32,"26-100","In UK","Agree"
"Female",38,"11-25","Not in UK","Disagree"
"Female",28,"101-200","In UK","Agree"
"Male",40,"11-25","In UK","Agree"
"Male",35,"11-25","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Female",48,"26-100","In UK","Agree"
"Female",54,"11-25","In UK","Disagree"
"Female",75,"26-100","In UK","Agree"
"Male",42,"11-25","In UK","Agree"
"Male",71,"26-100","In UK","Agree"
"Male",88,"26-100","In UK","Agree"
"Male",48,"26-100","In UK","Agree"
"Female",78,"11-25","Not in UK","Disagree"
"Female",52,"26-100","In UK","Agree"
"Female",83,"26-100","In UK","Agree"
"Male",48,"11-25","In UK","Agree"
"Female",44,"11-25","In UK","Agree"
"Male",65,"11-25","In UK","Agree"
"Male",70,"101-200","In UK","Agree"
"Male",41,"0-10","In UK","Disagree"
"Female",58,"0-10","In UK","Agree"
"Female",46,"More than 200","Not in UK","Agree"
"Female",18,"0-10","In UK","Agree"
"Male",46,"0-10","In UK","Disagree"
"Male",18,"11-25","In UK","Agree"
"Male",36,"0-10","Not in UK","Agree"
"Male",17,"26-100","In UK","Agree"
"Female",57,"26-100","Not in UK","Agree"
"Male",24,"0-10","Not in UK","Agree"
"Female",28,"More than 200","In UK","Disagree"
"Female",10,"11-25","In UK","Agree"
"Female",16,"11-25","In UK","Disagree"
"Male",48,"11-25","Not in UK","Agree"
"Male",22,"0-10","In UK","Agree"
"Female",33,"0-10","In UK","Disagree"
"Male",29,"26-100","In UK","Disagree"
"Male",35,"26-100","In UK","Agree"
"Female",25,"26-100","In UK","Agree"
"Male",64,"26-100","In UK","Disagree"
"Female",13,"11-25","Not in UK","Agree"
"Male",26,"11-25","Not in UK","Agree"
"Male",36,"26-100","In UK","Agree"
"Female",24,"0-10","In UK","Disagree"
"Male",17,"26-100","In UK","Agree"
"Female",36,"26-100","In UK","Disagree"
"Female",52,"101-200","Not in UK","Agree"
"Male",43,"11-25","In UK","Disagree"
"Female",44,"26-100","In UK","Agree"
"Female",78,"11-25","In UK","Agree"
"Female",43,"More than 200","In UK","Disagree"
"Female",56,"11-25","In UK","Disagree"
"Male",62,"11-25","Not in UK","Agree"
"Male",59,"26-100","In UK","Agree"
"Female",48,"101-200","In UK","Disagree"
"Male",74,"11-25","In UK","Agree"
"Female",67,"26-100","In UK","Disagree"
"Female",37,"26-100","In UK","Agree"
"Male",62,"More than 200","In UK","Agree"
"Female",71,"26-100","In UK","Agree"
"Female",69,"11-25","In UK","Disagree"
"Female",59,"26-100","In UK","Disagree"
"Male",70,"26-100","In UK","Agree"
"Female",54,"26-100","In UK","Agree"
"Male",83,"11-25","In UK","Agree"
"Female",96,"26-100","In UK","Agree"
"Male",79,"26-100","In UK","Agree"
"Male",80,"11-25","In UK","Agree"
"Female",91,"101-200","In UK","Agree"
"Female",74,"11-25","In UK","Disagree"
"Female",84,"26-100","In UK","Agree"
"Female",66,"101-200","In UK","Agree"
"Male",52,"26-100","In UK","Agree"
"Male",32,"11-25","In UK","Disagree"
"Female",35,"11-25","In UK","Disagree"
"Female",63,"26-100","In UK","Disagree"
"Female",52,"11-25","In UK","Agree"
"Male",88,"101-200","In UK","Agree"
"Female",54,"101-200","In UK","Agree"
"Female",69,"26-100","In UK","Disagree"
"Male",68,"11-25","Not in UK","Agree"
"Male",60,"11-25","In UK","Agree"
"Female",61,"More than 200","In UK","Disagree"
"Female",52,"26-100","In UK","Disagree"
"Female",48,"101-200","In UK","Agree"
"Male",55,"More than 200","In UK","Agree"
"Female",38,"More than 200","In UK","Disagree"
"Female",36,"101-200","Not in UK","Disagree"
"Female",74,"26-100","In UK","Agree"
"Male",88,"More than 200","In UK","Agree"
"Male",86,"26-100","In UK","Agree"
"Male",52,"101-200","In UK","Agree"
"Female",78,"101-200","In UK","Agree"
"Female",89,"101-200","In UK","Agree"
"Male",89,"26-100","In UK","Agree"
"Female",83,"101-200","In UK","Agree"
"Female",79,"26-100","In UK","Disagree"
"Female",69,"26-100","In UK","Agree"
"Male",89,"26-100","In UK","Agree"
"Female",88,"26-100","In UK","Agree"
"Female",87,"26-100","In UK","Agree"
"Female",78,"11-25","In UK","Agree"
"Female",72,"26-100","In UK","Agree"
"Male",83,"26-100","In UK","Agree"
"Male",83,"11-25","In UK","Agree"
"Male",80,"More than 200","In UK","Agree"
"Male",65,"26-100","In UK","Agree"
"Female",93,"101-200","In UK","Disagree"
"Male",96,"More than 200","In UK","Agree"
"Male",62,"26-100","In UK","Agree"
"Female",83,"26-100","In UK","Agree"
"Female",85,"26-100","In UK","Agree"
"Male",92,"26-100","In UK","Agree"
"Male",87,"11-25","In UK","Agree"
"Female",61,"26-100","In UK","Agree"
"Male",68,"26-100","In UK","Agree"
"Female",67,"101-200","In UK","Agree"
"Male",58,"11-25","In UK","Agree"
"Male",50,"More than 200","In UK","Agree"
"Male",62,"26-100","Not in UK","Agree"
"Female",82,"26-100","In UK","Agree"
"Female",76,"0-10","In UK","Agree"
"Female",39,"26-100","In UK","Agree"
"Male",65,"101-200","In UK","Agree"
"Male",72,"101-200","In UK","Agree"
"Male",45,"0-10","In UK","Agree"
"Female",55,"26-100","In UK","Disagree"
"Female",32,"0-10","In UK","Agree"
"Male",74,"11-25","In UK","Disagree"
"Female",59,"26-100","In UK","Agree"
"Male",59,"More than 200","In UK","Disagree"
"Female",21,"26-100","In UK","Agree"
"Female",79,"11-25","In UK","Agree"
"Male",35,"101-200","In UK","Agree"
"Female",64,"11-25","In UK","Agree"
"Female",76,"26-100","In UK","Agree"
"Female",70,"26-100","In UK","Agree"
"Male",30,"101-200","In UK","Agree"
"Female",44,"26-100","In UK","Agree"
"Male",14,"26-100","In UK","Agree"
"Male",44,"26-100","In UK","Disagree"
"Female",74,"101-200","In UK","Agree"
"Female",75,"11-25","In UK","Disagree"
"Male",68,"11-25","Not in UK","Agree"
"Female",52,"26-100","In UK","Agree"
"Female",48,"101-200","In UK","Disagree"
"Male",44,"26-100","Not in UK","Disagree"
"Male",30,"More than 200","In UK","Agree"
"Male",37,"26-100","In UK","Disagree"
"Female",33,"26-100","In UK","Agree"
"Female",42,"11-25","In UK","Agree"
"Female",62,"101-200","In UK","Agree"
"Female",68,"More than 200","In UK","Agree"
"Female",52,"26-100","In UK","Disagree"
"Male",48,"26-100","In UK","Disagree"
"Male",22,"0-10","In UK","Disagree"
"Female",56,"26-100","In UK","Agree"
"Female",69,"26-100","In UK","Agree"
"Male",86,"More than 200","Not in UK","Agree"
"Male",68,"101-200","Not in UK","Disagree"
"Male",74,"101-200","In UK","Disagree"
"Female",96,"101-200","In UK","Agree"
"Male",100,"101-200","In UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Female",92,"26-100","In UK","Agree"
"Male",92,"26-100","In UK","Agree"
"Male",79,"26-100","In UK","Agree"
"Female",76,"101-200","In UK","Disagree"
"Male",65,"101-200","Not in UK","Agree"
"Male",70,"101-200","In UK","Agree"
"Male",68,"More than 200","In UK","Agree"
"Female",86,"101-200","In UK","Agree"
"Female",72,"More than 200","In UK","Agree"
"Female",84,"26-100","Not in UK","Disagree"
"Male",83,"101-200","In UK","Agree"
"Female",100,"26-100","In UK","Agree"
"Male",81,"26-100","In UK","Agree"
"Male",92,"More than 200","In UK","Agree"
"Female",100,"26-100","In UK","Agree"
"Female",88,"More than 200","In UK","Disagree"
"Male",64,"26-100","In UK","Agree"
"Female",96,"26-100","Not in UK","Agree"
"Male",87,"11-25","In UK","Disagree"
"Female",78,"26-100","In UK","Agree"
"Female",72,"101-200","In UK","Agree"
"Female",93,"0-10","Not in UK","Agree"
"Male",90,"26-100","Not in UK","Agree"
"Female",64,"101-200","In UK","Agree"
"Female",91,"More than 200","In UK","Agree"
"Female",96,"More than 200","In UK","Agree"
"Female",61,"More than 200","In UK","Agree"
"Male",65,"More than 200","In UK","Agree"
"Female",76,"26-100","In UK","Disagree"
"Female",72,"More than 200","In UK","Agree"
"Female",66,"More than 200","In UK","Agree"
"Female",60,"More than 200","In UK","Disagree"
"Male",65,"More than 200","In UK","Disagree"
"Female",81,"26-100","In UK","Agree"
"Female",63,"26-100","In UK","Disagree"
"Female",75,"101-200","In UK","Agree"
"Male",71,"More than 200","In UK","Disagree"
"Female",85,"101-200","In UK","Agree"
"Female",54,"More than 200","In UK","Disagree"
"Female",68,"More than 200","Not in UK","Agree"
"Female",91,"26-100","In UK","Agree"
"Male",87,"More than 200","In UK","Disagree"
"Male",48,"More than 200","In UK","Disagree"
"Female",83,"101-200","In UK","Disagree"
"Male",79,"More than 200","In UK","Agree"
"Male",80,"More than 200","In UK","Agree"
"Female",74,"101-200","In UK","Agree"
"Male",56,"11-25","In UK","Disagree"
"Female",100,"101-200","In UK","Agree"
"Female",79,"101-200","In UK","Agree"
"Male",62,"More than 200","In UK","Agree"
"Male",75,"More than 200","In UK","Disagree"
"Female",84,"101-200","In UK","Disagree"
"Male",78,"26-100","In UK","Disagree"
"Female",74,"More than 200","In UK","Agree"
"Female",72,"26-100","In UK","Agree"
"Female",79,"More than 200","In UK","Agree"
"Male",59,"101-200","In UK","Agree"
"Female",59,"26-100","In UK","Agree"
"Female",52,"More than 200","In UK","Agree"
"Male",52,"More than 200","In UK","Disagree"
"Male",70,"More than 200","In UK","Agree"
"Male",78,"More than 200","In UK","Agree"
"Female",54,"26-100","In UK","Agree"
"Female",88,"101-200","In UK","Agree"
"Male",85,"101-200","In UK","Agree"
"Female",68,"More than 200","In UK","Disagree"
"Male",80,"101-200","In UK","Disagree"
"Female",74,"101-200","In UK","Agree"
"Female",48,"11-25","In UK","Agree"
"Female",72,"101-200","In UK","Agree"
"Female",66,"11-25","Not in UK","Agree"
"Female",48,"More than 200","Not in UK","Agree"
"Male",61,"101-200","In UK","Agree"
"Male",59,"26-100","In UK","Agree"
"Female",63,"26-100","In UK","Disagree"
"Female",29,"11-25","In UK","Agree"
"Female",62,"0-10","In UK","Disagree"
"Male",50,"101-200","In UK","Agree"
"Female",43,"101-200","In UK","Disagree"
"Male",72,"26-100","In UK","Agree"
"Male",30,"11-25","In UK","Disagree"
"Female",35,"101-200","In UK","Disagree"
"Male",88,"26-100","In UK","Agree"
"Male",92,"More than 200","In UK","Agree"
"Male",50,"26-100","In UK","Agree"
"Male",80,"101-200","In UK","Agree"
"Male",70,"26-100","In UK","Agree"
"Male",80,"26-100","In UK","Agree"
"Male",76,"More than 200","In UK","Agree"
"Male",93,"More than 200","In UK","Agree"
"Male",68,"26-100","In UK","Agree"
"Male",78,"More than 200","In UK","Agree"
"Male",63,"26-100","In UK","Agree"
"Male",74,"0-10","In UK","Disagree"
"Male",67,"More than 200","Not in UK","Agree"
"Male",88,"More than 200","In UK","Agree"
"Male",77,"26-100","In UK","Agree"
"Male",75,"26-100","Not in UK","Agree"
"Male",72,"More than 200","In UK","Agree"
"Male",92,"26-100","Not in UK","Agree"
"Male",96,"101-200","In UK","Agree"
"Male",93,"101-200","In UK","Agree"
"Female",96,"101-200","Not in UK","Agree"
"Male",100,"101-200","In UK","Agree"
"Male",100,"More than 200","In UK","Agree"
"Male",92,"More than 200","Not in UK","Agree"
"Female",93,"26-100","Not in UK","Agree"
"Male",80,"101-200","In UK","Agree"
"Female",100,"More than 200","In UK","Agree"
"Male",78,"More than 200","In UK","Agree"
"Male",92,"101-200","In UK","Agree"
"Male",93,"More than 200","In UK","Agree"
"Male",76,"26-100","In UK","Agree"
"Male",96,"More than 200","In UK","Agree"
"Male",96,"101-200","In UK","Agree"
"Male",100,"More than 200","In UK","Agree"
"Male",96,"26-100","In UK","Agree"
"Female",65,"11-25","In UK","Disagree"
"Male",64,"26-100","In UK","Agree"
"Female",72,"26-100","In UK","Agree"
"Male",74,"101-200","In UK","Agree"
"Male",39,"101-200","In UK","Agree"
"Male",76,"26-100","In UK","Agree"
"Male",86,"More than 200","In UK","Agree"
"Male",76,"11-25","In UK","Agree"
"Male",40,"101-200","In UK","Agree"
"Male",22,"11-25","In UK","Agree"
"Female",56,"26-100","In UK","Agree"
"Male",52,"11-25","In UK","Agree"
"Male",83,"26-100","In UK","Agree"
"Female",29,"26-100","In UK","Agree"
"Male",35,"26-100","In UK","Agree"
"Male",64,"26-100","In UK","Agree"
"Female",52,"11-25","In UK","Disagree"
"Female",70,"26-100","In UK","Disagree"
"Female",39,"11-25","In UK","Disagree"
"Male",84,"101-200","In UK","Agree"
"Male",62,"101-200","In UK","Agree"
"Female",64,"26-100","In UK","Agree"
"Female",43,"26-100","In UK","Agree"
"Male",52,"26-100","In UK","Agree"
"Female",56,"26-100","In UK","Disagree"
"Male",71,"11-25","In UK","Agree"
"Male",54,"26-100","In UK","Agree"
"Male",35,"0-10","In UK","Agree"
